"from"	"to"	"edge_creation_month"
342	797	"2"
586	309	"2"
586	309	"2"
738	626	"2"
615	365	"2"
254	30	"2"
456	697	"2"
629	128	"2"
626	738	"2"
598	342	"2"
599	534	"2"
52	681	"2"
309	52	"2"
52	309	"2"
309	52	"2"
309	798	"2"
282	34	"2"
590	440	"2"
590	513	"2"
401	639	"2"
204	303	"2"
401	776	"2"
388	761	"2"
53	250	"2"
401	773	"2"
590	626	"2"
551	400	"2"
103	683	"2"
103	731	"2"
798	513	"2"
547	711	"2"
687	41	"2"
103	462	"2"
620	27	"2"
437	625	"2"
372	569	"2"
372	128	"2"
204	303	"2"
372	761	"2"
372	536	"2"
372	799	"2"
372	798	"2"
372	278	"2"
398	782	"2"
212	321	"2"
372	437	"2"
372	765	"2"
277	603	"2"
798	309	"2"
754	41	"2"
220	624	"2"
711	547	"2"
220	644	"2"
220	678	"2"
547	711	"2"
299	462	"2"
220	372	"2"
711	547	"2"
547	711	"2"
299	321	"2"
277	498	"2"
27	620	"2"
711	547	"2"
277	603	"2"
713	372	"2"
154	719	"2"
154	644	"2"
689	626	"2"
713	738	"2"
547	154	"2"
626	689	"2"
277	603	"2"
626	590	"2"
713	567	"2"
713	727	"2"
755	386	"2"
713	161	"2"
713	644	"2"
758	753	"2"
713	103	"2"
687	128	"2"
713	624	"2"
713	90	"2"
713	252	"2"
687	616	"2"
713	714	"2"
713	48	"2"
713	321	"2"
321	212	"2"
766	642	"2"
766	372	"2"
766	372	"2"
586	784	"2"
321	299	"2"
713	542	"2"
681	52	"2"
605	734	"2"
689	626	"2"
766	372	"2"
321	766	"2"
713	479	"2"
321	758	"2"
766	321	"2"
782	398	"2"
586	598	"2"
712	189	"2"
713	242	"2"
321	766	"2"
626	689	"2"
758	321	"2"
321	784	"2"
713	462	"2"
337	649	"2"
321	758	"2"
509	364	"2"
337	769	"2"
101	514	"2"
713	102	"2"
713	716	"2"
586	534	"2"
321	765	"2"
770	534	"2"
586	244	"2"
297	321	"2"
321	798	"2"
713	283	"2"
321	297	"2"
616	321	"2"
321	616	"2"
321	616	"2"
770	454	"2"
297	321	"2"
454	181	"2"
321	297	"2"
555	754	"2"
766	321	"2"
758	321	"2"
372	766	"2"
372	766	"2"
372	766	"2"
321	766	"2"
766	372	"2"
321	758	"2"
766	321	"2"
372	766	"2"
321	766	"2"
67	8	"2"
297	321	"2"
128	629	"2"
189	712	"2"
799	372	"2"
770	454	"2"
103	721	"2"
103	799	"2"
799	103	"2"
456	454	"2"
103	799	"2"
41	687	"2"
212	678	"2"
766	372	"2"
766	321	"2"
766	372	"2"
799	103	"2"
212	765	"2"
372	799	"2"
372	766	"2"
372	766	"2"
799	372	"2"
454	456	"2"
372	799	"2"
103	799	"2"
799	372	"2"
770	454	"2"
799	103	"2"
509	364	"2"
509	316	"2"
509	454	"2"
725	719	"2"
605	617	"2"
605	337	"2"
770	454	"2"
220	644	"2"
605	332	"2"
212	48	"2"
103	799	"2"
128	687	"2"
770	454	"2"
799	103	"2"
252	616	"2"
396	400	"2"
536	372	"2"
321	297	"2"
321	766	"2"
800	766	"2"
95	638	"2"
801	768	"2"
460	542	"2"
128	372	"2"
321	460	"2"
644	220	"2"
34	761	"2"
619	389	"2"
704	617	"2"
619	502	"2"
404	30	"2"
619	784	"2"
687	128	"2"
9	282	"2"
9	282	"2"
687	757	"2"
679	404	"2"
705	788	"2"
705	788	"2"
34	802	"2"
400	721	"2"
679	404	"2"
400	683	"2"
762	562	"2"
705	803	"2"
802	34	"2"
705	803	"2"
462	103	"2"
752	502	"2"
462	299	"2"
350	617	"2"
586	804	"2"
400	474	"2"
372	128	"2"
350	802	"2"
431	299	"2"
802	350	"2"
350	802	"2"
350	802	"2"
802	762	"2"
400	396	"2"
551	400	"2"
639	687	"2"
34	802	"2"
760	212	"2"
640	697	"2"
211	597	"2"
754	570	"2"
697	640	"2"
697	640	"2"
296	63	"2"
299	462	"2"
325	523	"2"
625	437	"2"
103	462	"2"
625	534	"2"
801	321	"2"
697	640	"2"
683	194	"2"
299	321	"2"
683	297	"2"
67	683	"2"
321	299	"2"
708	224	"2"
48	683	"2"
299	321	"2"
569	372	"2"
483	325	"2"
483	583	"2"
483	583	"2"
483	194	"2"
474	400	"2"
483	782	"2"
474	646	"2"
325	483	"2"
67	798	"2"
646	474	"2"
683	48	"2"
474	224	"2"
48	683	"2"
220	644	"2"
474	646	"2"
67	683	"2"
683	48	"2"
683	67	"2"
429	372	"2"
689	626	"2"
9	569	"2"
48	683	"2"
9	683	"2"
9	27	"2"
9	788	"2"
9	753	"2"
683	48	"2"
48	683	"2"
9	783	"2"
9	784	"2"
626	689	"2"
9	798	"2"
9	802	"2"
248	603	"2"
9	569	"2"
9	683	"2"
683	48	"2"
9	683	"2"
9	569	"2"
317	343	"2"
9	683	"2"
9	569	"2"
48	683	"2"
9	569	"2"
9	783	"2"
9	683	"2"
9	569	"2"
9	569	"2"
683	48	"2"
341	638	"2"
9	569	"2"
483	325	"2"
621	774	"2"
128	372	"2"
74	788	"2"
439	212	"2"
439	795	"2"
1	146	"2"
552	769	"2"
462	103	"2"
27	9	"2"
350	617	"2"
224	708	"2"
103	617	"2"
617	236	"2"
617	103	"2"
708	224	"2"
704	617	"2"
1	159	"2"
708	32	"2"
704	504	"2"
57	596	"2"
708	74	"2"
514	101	"2"
52	309	"2"
57	708	"2"
607	728	"2"
738	654	"2"
708	57	"2"
504	771	"2"
52	681	"2"
224	708	"2"
57	708	"2"
57	802	"2"
795	439	"2"
605	341	"2"
254	408	"2"
687	283	"2"
805	41	"2"
586	504	"2"
57	798	"2"
437	625	"2"
704	617	"2"
57	798	"2"
683	617	"2"
683	379	"2"
704	504	"2"
708	57	"2"
681	617	"2"
57	708	"2"
681	52	"2"
805	41	"2"
681	617	"2"
36	644	"2"
805	241	"2"
805	325	"2"
469	806	"2"
805	807	"2"
806	469	"2"
805	780	"2"
244	808	"2"
809	325	"2"
514	799	"2"
617	73	"2"
514	617	"2"
605	617	"2"
805	144	"2"
617	514	"2"
605	617	"2"
809	281	"2"
73	617	"2"
617	400	"2"
183	644	"2"
617	73	"2"
626	795	"2"
605	617	"2"
605	272	"2"
73	617	"2"
771	504	"2"
189	708	"2"
795	626	"2"
705	299	"2"
626	795	"2"
681	617	"2"
405	793	"2"
681	617	"2"
586	244	"2"
795	626	"2"
625	437	"2"
586	183	"2"
799	514	"2"
586	504	"2"
400	474	"2"
400	617	"2"
810	349	"2"
342	598	"2"
52	681	"2"
562	795	"2"
599	41	"2"
274	212	"2"
342	544	"2"
342	544	"2"
425	407	"2"
342	698	"2"
342	698	"2"
274	645	"2"
400	683	"2"
639	401	"2"
274	639	"2"
274	639	"2"
250	297	"2"
586	244	"2"
586	244	"2"
327	589	"2"
681	52	"2"
327	316	"2"
283	687	"2"
41	183	"2"
805	41	"2"
327	798	"2"
327	784	"2"
805	274	"2"
41	766	"2"
767	741	"2"
805	41	"2"
770	365	"2"
605	734	"2"
327	774	"2"
617	681	"2"
448	244	"2"
599	250	"2"
617	400	"2"
599	41	"2"
493	339	"2"
770	101	"2"
131	753	"2"
753	131	"2"
131	753	"2"
250	502	"2"
770	617	"2"
549	794	"2"
771	364	"2"
679	714	"2"
640	783	"2"
599	41	"2"
599	250	"2"
770	316	"2"
753	131	"2"
277	448	"2"
131	753	"2"
712	640	"2"
753	131	"2"
131	125	"2"
640	712	"2"
770	365	"2"
712	640	"2"
679	714	"2"
599	250	"2"
640	712	"2"
357	783	"2"
131	753	"2"
53	785	"2"
712	640	"2"
753	131	"2"
357	402	"2"
783	640	"2"
640	712	"2"
9	753	"2"
640	783	"2"
9	802	"2"
9	708	"2"
9	753	"2"
712	640	"2"
181	454	"2"
124	598	"2"
783	542	"2"
131	753	"2"
9	753	"2"
67	8	"2"
640	712	"2"
339	493	"2"
9	569	"2"
783	640	"2"
753	131	"2"
640	783	"2"
542	325	"2"
712	640	"2"
124	712	"2"
357	299	"2"
640	712	"2"
131	753	"2"
753	131	"2"
387	481	"2"
387	252	"2"
131	753	"2"
387	386	"2"
654	738	"2"
783	640	"2"
63	296	"2"
63	547	"2"
514	617	"2"
514	799	"2"
244	448	"2"
811	376	"2"
376	811	"2"
278	27	"2"
635	812	"2"
704	813	"2"
364	771	"2"
811	376	"2"
811	58	"2"
805	41	"2"
704	798	"2"
805	617	"2"
313	63	"2"
801	313	"2"
800	766	"2"
603	814	"2"
681	617	"2"
805	250	"2"
681	654	"2"
34	313	"2"
799	514	"2"
801	313	"2"
448	244	"2"
204	181	"2"
547	63	"2"
448	365	"2"
342	364	"2"
448	784	"2"
313	34	"2"
342	364	"2"
454	181	"2"
12	101	"2"
514	799	"2"
705	712	"2"
705	712	"2"
103	799	"2"
801	313	"2"
364	815	"2"
12	784	"2"
342	364	"2"
74	708	"2"
815	364	"2"
3	132	"2"
342	815	"2"
103	617	"2"
364	342	"2"
513	626	"2"
12	8	"2"
74	463	"2"
342	364	"2"
454	467	"2"
103	454	"2"
34	313	"2"
34	815	"2"
176	603	"2"
308	155	"2"
357	816	"2"
814	603	"2"
771	364	"2"
74	592	"2"
302	557	"2"
103	817	"2"
357	818	"2"
654	762	"2"
357	798	"2"
103	815	"2"
41	811	"2"
364	771	"2"
41	741	"2"
3	814	"2"
686	542	"2"
794	549	"2"
74	753	"2"
770	454	"2"
686	131	"2"
599	250	"2"
599	41	"2"
557	302	"2"
74	617	"2"
770	626	"2"
603	814	"2"
302	557	"2"
189	712	"2"
626	513	"2"
12	308	"2"
603	157	"2"
603	157	"2"
74	607	"2"
12	288	"2"
733	297	"2"
733	168	"2"
733	302	"2"
814	3	"2"
814	603	"2"
603	814	"2"
557	302	"2"
460	321	"2"
277	448	"2"
498	815	"2"
770	460	"2"
635	74	"2"
586	244	"2"
302	557	"2"
557	302	"2"
586	815	"2"
586	816	"2"
799	514	"2"
74	460	"2"
799	103	"2"
74	635	"2"
766	41	"2"
41	766	"2"
635	74	"2"
372	569	"2"
766	482	"2"
766	41	"2"
372	128	"2"
41	766	"2"
766	769	"2"
766	41	"2"
635	74	"2"
372	429	"2"
364	429	"2"
277	448	"2"
766	283	"2"
343	74	"2"
372	766	"2"
41	766	"2"
372	560	"2"
805	41	"2"
766	372	"2"
766	41	"2"
429	372	"2"
793	785	"2"
805	41	"2"
41	766	"2"
372	766	"2"
41	805	"2"
766	41	"2"
640	175	"2"
621	372	"2"
41	766	"2"
805	41	"2"
621	819	"2"
766	372	"2"
297	683	"2"
640	323	"2"
766	41	"2"
297	321	"2"
41	805	"2"
41	766	"2"
297	250	"2"
617	74	"2"
766	41	"2"
482	766	"2"
621	542	"2"
41	766	"2"
272	632	"2"
805	41	"2"
41	805	"2"
560	372	"2"
766	482	"2"
766	41	"2"
482	766	"2"
766	482	"2"
617	103	"2"
683	400	"2"
482	766	"2"
617	734	"2"
766	482	"2"
482	766	"2"
725	547	"2"
389	598	"2"
212	48	"2"
379	683	"2"
617	681	"2"
41	766	"2"
770	617	"2"
272	448	"2"
372	621	"2"
617	734	"2"
389	448	"2"
372	448	"2"
27	278	"2"
654	632	"2"
400	617	"2"
474	400	"2"
389	640	"2"
617	734	"2"
725	547	"2"
599	250	"2"
599	41	"2"
400	683	"2"
617	400	"2"
777	798	"2"
777	795	"2"
379	51	"2"
29	389	"2"
365	448	"2"
29	697	"2"
708	57	"2"
12	402	"2"
617	640	"2"
725	547	"2"
708	74	"2"
283	766	"2"
299	705	"2"
12	389	"2"
617	734	"2"
473	708	"2"
172	820	"2"
617	272	"2"
540	439	"2"
473	771	"2"
708	473	"2"
821	805	"2"
617	734	"2"
351	815	"2"
617	124	"2"
679	308	"2"
617	734	"2"
68	598	"2"
308	794	"2"
448	272	"2"
448	372	"2"
679	308	"2"
448	365	"2"
617	308	"2"
617	734	"2"
617	201	"2"
679	308	"2"
296	63	"2"
617	308	"2"
679	308	"2"
12	617	"2"
681	617	"2"
249	617	"2"
795	777	"2"
128	372	"2"
800	766	"2"
249	654	"2"
504	771	"2"
249	454	"2"
617	681	"2"
249	654	"2"
617	644	"2"
249	617	"2"
617	272	"2"
249	654	"2"
605	734	"2"
617	734	"2"
605	74	"2"
244	448	"2"
617	734	"2"
617	272	"2"
605	734	"2"
617	734	"2"
323	640	"2"
617	272	"2"
389	29	"2"
617	734	"2"
761	372	"2"
605	272	"2"
617	272	"2"
249	454	"2"
617	272	"2"
12	617	"2"
617	272	"2"
733	639	"2"
272	617	"2"
272	617	"2"
617	272	"2"
605	272	"2"
12	617	"2"
272	617	"2"
617	272	"2"
617	272	"2"
12	617	"2"
272	617	"2"
626	649	"2"
819	822	"2"
12	617	"2"
272	448	"2"
649	626	"2"
626	649	"2"
626	649	"2"
681	617	"2"
626	649	"2"
12	617	"2"
605	32	"2"
12	617	"2"
12	823	"2"
474	74	"2"
770	617	"2"
705	299	"2"
12	617	"2"
605	224	"2"
697	341	"2"
697	29	"2"
679	504	"2"
770	617	"2"
823	824	"2"
12	823	"2"
823	325	"2"
605	224	"2"
12	823	"2"
819	825	"2"
12	825	"2"
770	454	"2"
681	626	"2"
605	224	"2"
704	617	"2"
12	823	"2"
681	626	"2"
12	823	"2"
770	617	"2"
605	194	"2"
12	823	"2"
770	617	"2"
249	454	"2"
681	626	"2"
777	795	"2"
12	823	"2"
821	805	"2"
741	41	"2"
154	547	"2"
342	638	"2"
581	582	"2"
581	328	"2"
296	823	"2"
474	651	"2"
700	481	"2"
605	74	"2"
605	74	"2"
9	697	"2"
700	68	"2"
823	296	"2"
771	364	"2"
823	29	"2"
700	626	"2"
681	626	"2"
700	654	"2"
9	697	"2"
9	598	"2"
181	454	"2"
296	823	"2"
29	823	"2"
9	607	"2"
771	473	"2"
679	308	"2"
823	296	"2"
733	654	"2"
823	29	"2"
296	823	"2"
679	67	"2"
29	823	"2"
826	814	"2"
29	823	"2"
733	626	"2"
733	654	"2"
644	617	"2"
771	504	"2"
823	296	"2"
733	654	"2"
296	823	"2"
765	321	"2"
765	212	"2"
765	372	"2"
823	29	"2"
765	532	"2"
29	823	"2"
733	654	"2"
103	799	"2"
823	296	"2"
823	29	"2"
605	263	"2"
296	823	"2"
827	61	"2"
733	708	"2"
29	823	"2"
605	263	"2"
733	761	"2"
617	644	"2"
605	263	"2"
220	654	"2"
617	681	"2"
733	626	"2"
605	263	"2"
823	296	"2"
823	29	"2"
296	823	"2"
805	821	"2"
733	708	"2"
638	342	"2"
705	825	"2"
638	341	"2"
638	95	"2"
638	95	"2"
638	744	"2"
733	626	"2"
29	823	"2"
9	598	"2"
448	272	"2"
9	697	"2"
325	823	"2"
688	103	"2"
9	569	"2"
712	705	"2"
163	658	"2"
638	646	"2"
9	569	"2"
448	244	"2"
599	250	"2"
712	124	"2"
586	504	"2"
557	583	"2"
9	598	"2"
644	617	"2"
733	475	"2"
9	569	"2"
9	569	"2"
9	569	"2"
569	372	"2"
283	766	"2"
103	688	"2"
605	74	"2"
9	598	"2"
9	569	"2"
9	569	"2"
9	569	"2"
9	569	"2"
777	784	"2"
9	683	"2"
386	343	"2"
733	626	"2"
733	475	"2"
9	569	"2"
386	790	"2"
733	708	"2"
9	212	"2"
32	825	"2"
599	250	"2"
605	32	"2"
638	794	"2"
9	569	"2"
586	244	"2"
343	386	"2"
9	569	"2"
9	569	"2"
728	607	"2"
63	313	"2"
549	794	"2"
9	601	"2"
63	547	"2"
155	308	"2"
9	697	"2"
357	708	"2"
9	569	"2"
605	32	"2"
9	569	"2"
364	771	"2"
249	659	"2"
249	163	"2"
828	96	"2"
708	357	"2"
605	32	"2"
605	32	"2"
9	569	"2"
9	569	"2"
9	569	"2"
9	569	"2"
617	103	"2"
542	460	"2"
829	819	"2"
542	783	"2"
9	569	"2"
596	57	"2"
9	569	"2"
704	605	"2"
757	687	"2"
9	569	"2"
9	569	"2"
758	741	"2"
250	638	"2"
542	621	"2"
728	758	"2"
757	212	"2"
9	569	"2"
638	250	"2"
9	598	"2"
542	816	"2"
830	364	"2"
9	569	"2"
741	758	"2"
9	569	"2"
372	128	"2"
364	830	"2"
372	761	"2"
826	32	"2"
617	681	"2"
372	765	"2"
679	557	"2"
372	569	"2"
697	638	"2"
638	697	"2"
569	372	"2"
128	372	"2"
32	605	"2"
189	708	"2"
342	638	"2"
372	569	"2"
605	32	"2"
638	323	"2"
32	681	"2"
372	128	"2"
569	372	"2"
638	697	"2"
189	712	"2"
605	32	"2"
758	741	"2"
605	73	"2"
638	697	"2"
638	87	"2"
787	73	"2"
787	73	"2"
787	73	"2"
128	372	"2"
638	697	"2"
69	498	"2"
638	87	"2"
638	697	"2"
175	640	"2"
495	263	"2"
599	250	"2"
679	557	"2"
697	73	"2"
372	765	"2"
638	758	"2"
495	181	"2"
638	697	"2"
189	708	"2"
697	475	"2"
437	625	"2"
681	617	"2"
495	831	"2"
638	323	"2"
681	32	"2"
617	90	"2"
624	437	"2"
679	654	"2"
475	697	"2"
638	643	"2"
697	475	"2"
697	475	"2"
539	765	"2"
475	697	"2"
475	697	"2"
644	712	"2"
697	475	"2"
679	654	"2"
697	475	"2"
719	712	"2"
250	72	"2"
638	637	"2"
644	39	"2"
250	260	"2"
638	697	"2"
250	536	"2"
644	711	"2"
475	697	"2"
308	823	"2"
617	681	"2"
697	475	"2"
372	569	"2"
372	128	"2"
679	654	"2"
475	697	"2"
67	825	"2"
638	697	"2"
124	712	"2"
697	475	"2"
72	250	"2"
757	252	"2"
638	697	"2"
686	542	"2"
583	557	"2"
400	683	"2"
679	557	"2"
400	396	"2"
569	372	"2"
679	654	"2"
719	753	"2"
638	697	"2"
337	769	"2"
475	697	"2"
128	372	"2"
644	59	"2"
683	400	"2"
67	806	"2"
199	72	"2"
233	481	"2"
624	343	"2"
644	30	"2"
400	683	"2"
704	617	"2"
697	475	"2"
96	828	"2"
683	400	"2"
644	378	"2"
679	654	"2"
400	639	"2"
475	697	"2"
124	474	"2"
250	617	"2"
679	557	"2"
638	719	"2"
605	337	"2"
189	708	"2"
400	683	"2"
68	832	"2"
557	583	"2"
617	250	"2"
679	833	"2"
719	638	"2"
679	7	"2"
638	719	"2"
708	557	"2"
681	617	"2"
400	286	"2"
644	389	"2"
783	542	"2"
400	396	"2"
19	525	"2"
68	798	"2"
644	659	"2"
400	626	"2"
679	557	"2"
415	244	"2"
799	103	"2"
590	626	"2"
68	475	"2"
712	124	"2"
475	68	"2"
753	74	"2"
400	250	"2"
68	475	"2"
753	719	"2"
475	68	"2"
712	719	"2"
801	103	"2"
259	256	"2"
233	193	"2"
638	719	"2"
712	644	"2"
834	175	"2"
557	708	"2"
250	475	"2"
741	758	"2"
57	708	"2"
644	712	"2"
475	250	"2"
400	708	"2"
644	708	"2"
250	475	"2"
400	638	"2"
475	250	"2"
794	549	"2"
644	598	"2"
250	475	"2"
400	712	"2"
475	250	"2"
400	323	"2"
68	475	"2"
475	68	"2"
87	475	"2"
193	233	"2"
598	644	"2"
250	475	"2"
712	400	"2"
598	68	"2"
644	598	"2"
679	557	"2"
12	288	"2"
41	741	"2"
708	557	"2"
400	466	"2"
199	638	"2"
400	712	"2"
596	400	"2"
712	644	"2"
475	250	"2"
596	57	"2"
9	681	"2"
418	475	"2"
400	596	"2"
9	8	"2"
9	569	"2"
9	683	"2"
712	400	"2"
598	124	"2"
9	598	"2"
475	418	"2"
741	41	"2"
9	598	"2"
199	823	"2"
68	598	"2"
638	400	"2"
686	400	"2"
498	495	"2"
638	102	"2"
400	712	"2"
462	617	"2"
719	686	"2"
596	400	"2"
741	212	"2"
440	795	"2"
638	753	"2"
596	388	"2"
346	345	"2"
41	741	"2"
638	753	"2"
542	753	"2"
542	753	"2"
120	222	"2"
643	638	"2"
12	402	"2"
557	708	"2"
753	542	"2"
595	193	"2"
595	321	"2"
595	321	"2"
712	400	"2"
220	654	"2"
605	557	"2"
712	644	"2"
12	588	"2"
12	140	"2"
514	832	"2"
605	29	"2"
640	389	"2"
12	140	"2"
220	654	"2"
741	607	"2"
252	757	"2"
9	681	"2"
9	8	"2"
12	753	"2"
220	372	"2"
52	681	"2"
617	250	"2"
617	462	"2"
454	249	"2"
454	181	"2"
679	557	"2"
678	212	"2"
495	498	"2"
605	795	"2"
681	52	"2"
590	835	"2"
462	617	"2"
498	495	"2"
835	590	"2"
590	835	"2"
396	400	"2"
12	96	"2"
686	719	"2"
12	569	"2"
605	557	"2"
640	617	"2"
617	462	"2"
605	29	"2"
12	830	"2"
12	140	"2"
605	263	"2"
617	640	"2"
12	569	"2"
835	590	"2"
721	400	"2"
640	617	"2"
194	836	"2"
488	120	"2"
617	640	"2"
640	617	"2"
605	29	"2"
12	101	"2"
605	557	"2"
305	212	"2"
307	317	"2"
12	569	"2"
757	252	"2"
586	832	"2"
681	795	"2"
193	595	"2"
704	617	"2"
679	557	"2"
9	681	"2"
9	8	"2"
462	675	"2"
160	638	"2"
605	557	"2"
12	830	"2"
801	313	"2"
32	681	"2"
605	32	"2"
704	835	"2"
12	569	"2"
605	596	"2"
12	689	"2"
498	831	"2"
363	816	"2"
681	32	"2"
12	757	"2"
605	557	"2"
801	313	"2"
12	527	"2"
321	460	"2"
321	765	"2"
321	595	"2"
605	462	"2"
142	762	"2"
321	595	"2"
282	462	"2"
679	557	"2"
463	687	"2"
194	679	"2"
605	557	"2"
795	681	"2"
463	74	"2"
605	462	"2"
289	460	"2"
313	34	"2"
12	569	"2"
638	160	"2"
605	462	"2"
624	8	"2"
679	557	"2"
605	557	"2"
549	794	"2"
321	774	"2"
605	462	"2"
12	569	"2"
282	462	"2"
801	313	"2"
801	313	"2"
837	346	"2"
638	646	"2"
8	624	"2"
605	462	"2"
838	644	"2"
120	488	"2"
638	643	"2"
460	542	"2"
12	569	"2"
801	313	"2"
583	557	"2"
638	640	"2"
801	313	"2"
605	462	"2"
801	313	"2"
603	814	"2"
801	313	"2"
289	835	"2"
676	719	"2"
823	308	"2"
103	462	"2"
761	372	"2"
99	194	"2"
823	199	"2"
835	289	"2"
313	801	"2"
766	283	"2"
289	835	"2"
462	103	"2"
12	689	"2"
766	283	"2"
9	681	"2"
12	681	"2"
605	29	"2"
313	801	"2"
766	41	"2"
814	603	"2"
103	462	"2"
9	142	"2"
801	313	"2"
835	289	"2"
9	569	"2"
9	569	"2"
801	313	"2"
462	103	"2"
313	801	"2"
289	835	"2"
683	400	"2"
605	29	"2"
355	316	"2"
835	289	"2"
313	801	"2"
103	462	"2"
605	640	"2"
605	704	"2"
605	704	"2"
297	234	"2"
679	504	"2"
605	704	"2"
605	704	"2"
103	839	"2"
297	573	"2"
289	835	"2"
63	801	"2"
297	573	"2"
573	297	"2"
9	569	"2"
605	704	"2"
234	297	"2"
103	840	"2"
9	569	"2"
283	766	"2"
605	462	"2"
603	814	"2"
9	569	"2"
297	573	"2"
801	313	"2"
9	569	"2"
297	234	"2"
504	586	"2"
605	442	"2"
573	297	"2"
605	704	"2"
617	640	"2"
283	766	"2"
605	704	"2"
313	801	"2"
801	313	"2"
9	569	"2"
801	63	"2"
679	504	"2"
297	573	"2"
801	313	"2"
555	641	"2"
9	569	"2"
617	688	"2"
679	841	"2"
790	386	"2"
605	704	"2"
617	704	"2"
713	842	"2"
605	704	"2"
721	782	"2"
605	704	"2"
573	297	"2"
605	704	"2"
95	63	"2"
835	289	"2"
605	704	"2"
9	569	"2"
9	569	"2"
103	841	"2"
297	573	"2"
814	603	"2"
617	462	"2"
400	396	"2"
9	569	"2"
103	843	"2"
843	576	"2"
704	617	"2"
462	617	"2"
400	596	"2"
95	753	"2"
313	801	"2"
617	704	"2"
400	712	"2"
605	704	"2"
313	801	"2"
843	798	"2"
573	297	"2"
603	814	"2"
442	144	"2"
534	625	"2"
9	8	"2"
400	683	"2"
605	704	"2"
9	569	"2"
617	462	"2"
297	573	"2"
9	569	"2"
400	721	"2"
289	835	"2"
617	704	"2"
462	617	"2"
704	617	"2"
605	704	"2"
605	704	"2"
835	289	"2"
9	569	"2"
617	462	"2"
400	504	"2"
9	569	"2"
372	823	"2"
256	48	"2"
400	783	"2"
605	704	"2"
617	704	"2"
823	372	"2"
194	823	"2"
704	605	"2"
372	835	"2"
704	617	"2"
194	586	"2"
617	704	"2"
701	103	"2"
372	844	"2"
701	193	"2"
605	704	"2"
845	808	"2"
704	617	"2"
701	372	"2"
573	297	"2"
704	605	"2"
194	683	"2"
194	296	"2"
605	704	"2"
504	400	"2"
194	99	"2"
808	244	"2"
605	372	"2"
372	765	"2"
843	783	"2"
194	482	"2"
372	823	"2"
704	605	"2"
823	372	"2"
289	835	"2"
679	504	"2"
823	372	"2"
297	573	"2"
194	422	"2"
835	372	"2"
442	753	"2"
605	704	"2"
704	605	"2"
783	400	"2"
372	605	"2"
194	555	"2"
372	823	"2"
845	808	"2"
845	808	"2"
845	808	"2"
194	583	"2"
605	704	"2"
372	835	"2"
194	456	"2"
482	194	"2"
605	372	"2"
573	297	"2"
704	605	"2"
783	843	"2"
372	835	"2"
194	482	"2"
704	605	"2"
372	605	"2"
99	194	"2"
9	569	"2"
9	569	"2"
9	256	"2"
504	719	"2"
605	704	"2"
9	256	"2"
605	372	"2"
814	603	"2"
9	343	"2"
704	605	"2"
482	194	"2"
605	704	"2"
9	844	"2"
605	704	"2"
9	569	"2"
704	605	"2"
704	605	"2"
605	704	"2"
704	605	"2"
605	704	"2"
704	605	"2"
590	795	"2"
482	823	"2"
835	289	"2"
605	704	"2"
835	372	"2"
704	605	"2"
289	835	"2"
605	704	"2"
681	590	"2"
605	317	"2"
704	605	"2"
605	704	"2"
704	605	"2"
801	313	"2"
605	704	"2"
605	681	"2"
835	289	"2"
590	681	"2"
835	388	"2"
289	835	"2"
701	103	"2"
372	835	"2"
289	835	"2"
701	103	"2"
835	289	"2"
103	835	"2"
289	835	"2"
701	48	"2"
95	175	"2"
835	289	"2"
289	835	"2"
41	766	"2"
543	640	"2"
681	605	"2"
9	343	"2"
835	103	"2"
835	289	"2"
289	835	"2"
846	588	"2"
835	289	"2"
128	542	"2"
847	97	"2"
189	774	"2"
713	498	"2"
758	741	"2"
289	835	"2"
758	719	"2"
625	437	"2"
625	534	"2"
683	400	"2"
323	400	"2"
289	835	"2"
75	120	"2"
36	73	"2"
835	289	"2"
388	835	"2"
683	194	"2"
534	625	"2"
617	704	"2"
289	835	"2"
289	835	"2"
754	438	"2"
841	848	"2"
835	388	"2"
625	534	"2"
835	289	"2"
297	573	"2"
683	413	"2"
388	835	"2"
289	835	"2"
835	289	"2"
289	835	"2"
835	289	"2"
73	605	"2"
588	846	"2"
73	697	"2"
687	757	"2"
289	835	"2"
835	289	"2"
704	617	"2"
311	321	"2"
289	835	"2"
687	815	"2"
687	823	"2"
835	289	"2"
687	783	"2"
289	835	"2"
687	586	"2"
687	832	"2"
542	128	"2"
439	540	"2"
439	795	"2"
439	795	"2"
823	687	"2"
783	687	"2"
823	482	"2"
651	765	"2"
651	765	"2"
809	281	"2"
540	439	"2"
128	542	"2"
540	439	"2"
809	340	"2"
97	726	"2"
809	823	"2"
97	726	"2"
513	263	"2"
422	297	"2"
422	297	"2"
689	626	"2"
308	823	"2"
308	311	"2"
781	642	"2"
781	642	"2"
308	849	"2"
781	642	"2"
72	701	"2"
468	830	"2"
263	513	"2"
236	617	"2"
244	586	"2"
244	415	"2"
536	250	"2"
244	808	"2"
41	817	"2"
214	839	"2"
214	815	"2"
836	194	"2"
798	513	"2"
626	400	"2"
29	850	"2"
626	590	"2"
514	835	"2"
482	823	"2"
638	646	"2"
638	269	"2"
638	95	"2"
626	689	"2"
9	282	"2"
63	801	"2"
63	95	"2"
831	498	"2"
679	841	"2"
337	605	"2"
679	308	"2"
851	162	"2"
851	679	"2"
632	654	"2"
632	272	"2"
851	679	"2"
851	852	"2"
851	679	"2"
851	679	"2"
